Title,Description
An audible sigh of relief in the Middle East,
India election 2024: Why it matters for the world,"Nearly a billion people are eligible to vote in the Indian election this year. Polling will run across the country in seven phases over six weeks, ending on 1 June. Results are on 4 June. This election is not just important for India but also for the world. The BBC's Yogita Limaye explains why the country's current global standing and its huge population make the Indian election one to watch for the world."
Your pictures on the theme of 'signs of spring',
BBC World Service,"The sisters defying the Taliban by singing

Since the 2021 takeover, the Taliban have imposed restrictions on women's freedoms. Two sisters decided they couldn't just stand back and watch and started secretly using the power of their voices to resist."
One-minute World News,"Can you hear the hyenas and wild pigs in new Bowie hit? Video, 00:00:27Can you hear the hyenas and wild pigs in new Bowie hit?"
BBC reporter at Trump trial as man sets himself on fire,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
500 Newfoundlanders went on same cruise by coincidence,"The residents of the Atlantic Canadian province chased the same good deal online without prior planning.

When the cruise company told some of them that at least 250 Newfoundlander couples were already booked, many brought their flags and traditional attires to celebrate the island's heritage on board."
Squatters vow to stay in Gordon Ramsay's London pub,
'We've found hundreds of weapons by magnet-fishing',
Met Police: Minister 'deeply concerned' by protest row,
How City of Light changed the Olympics,"Olympic Village

For the first time, athletes in 1924 could stay together at a purpose-built Olympic Village. Built near the Olympic Stadium, the accommodation comprised row after row of small wooden chalets complete with running water, and the site featured a post office, newsagent, bureau de change, hairdressing salon and a restaurant.



Media coverage

The 1924 Games were also the first to be broadcast live on radio. There were 724 journalists officially accredited to cover the Games, mostly coming from overseas, which was testament to increasing popularity and global interest in the Games.

Edmond Dehorter, sometimes referred to as ‘the unknown speaker’ and later as the ‘father of sports commentary’, commentated on the Games for Radio-Paris.

Olympic venues

The 1924 Olympic Stadium later also staged football’s 1938 World Cup final. Several renovations later, the same site will be used at this summer’s Games to host hockey.



Several other venues were built especially for the Games 100 years ago - such as a new aquatics stadium and tennis courts.



The Piscine des Tourelles – which will be used in 2024 as a training venue for swimmers - became the first 50m Olympic pool. Its lanes were marked out by cork floats.



Just two new venues have been built from scratch for 2024 as the City of Light looks to use its existing venues, along with famous landmarks as the backdrop to events. Temporary sporting stages are being erected, including one at the Eiffel Tower which will showcase beach volleyball.



Closing ceremony

The 1924 Games were the first to feature a closing ceremony with similarities to those of today. This involved the distribution of medals to competing nations along with the raising of four flags - those of the International Olympic Committee, France, Greece - who staged the inaugural modern Games in 1896 - and 1928 hosts the Netherlands.



Ireland

Ireland was also given formal recognition as an independent competing nation for Paris 1924, making a debut appearance in an Olympic Games.



Winter Olympics

Sports competitions held in Chamonix between 25 January and 5 February 1924 in association with the Paris Games were later designated as the inaugural Winter Olympics. Athletes from 16 nations competed in the Games across 16 disciplines, spanning curling, bobsleigh, figure and speed skating and skiing."
Where and how to watch BBC News,BBC News is the go-to destination for travellers eager to keep up to date with the latest news from around the globe - whenever and wherever they want it.
BBC World News: 24 hours news TV channel,"'This building is just a snapshot of the devastation' Video, 00:00:55'This building is just a snapshot of the devastation'"
Learn how the BBC is working to strengthen trust and transparency in online news,"If an article has been edited since publication to correct a material inaccuracy, a note will be added at the end of the text to signal to the reader there has been an amendment or correction with the date of that change. If there is a small error in a story that does not alter its editorial meaning (eg name misspelling), the correction will be made without an additional note."
The Amazonian town putting world cities to shame,
Airbus plane had to return to Stansted due to filming damage,
Boeing whistleblower says he was put through 'hell',
The Carretera Granma: One of the most spectacular drives in Cuba,
Shadow Lake Lodge: Canada's remote bike-in mountain stay,
The US state where you could ski under the eclipse,
How to safely photograph the total solar eclipse,
Nine iconic sites in Paris where Olympic events will be held,
AlUla: The Middle East's once-inaccessible ancient wonder,
An expert's guide to finding the best cheese in Paris,
Six ways to experience the best comedy Toronto has to offer,
Why Europe has so few skyscrapers,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
Why is Finland the happiest country in the world?,"For seven consecutive years, Finland has been named the happiest country in the world, followed closely by its Nordic neighbours Denmark and Iceland. What makes the Finns such happy people? And what can we learn from it?"
Pust: An ancient festival to chase away winter,"In Slovenia, the ancient Pust festival happens before Easter to mark the end of winter. Locals wear masks and costumes to chase away winter and celebrate the coming of spring. Stunning images of the festival captured by the photographer, Ciril Jazbec, offers a glimpse into a ritual that has great significance for the community."
Four Japanese principles to lead a good life,"We are entering Cherry Blossoms season in Japan, and in many US cities, like Washington DC. In New York, I have been invited to a tea ceremony by Yoshitsugu Nagano, the youngest high ranking tea master from the Ueda Soko School of Samurai Tea Ceremony, which was practiced in Hiroshima for 400 years. I asked him if there is any relation between the tradition of cherry blossoms, Sakura in Japanese, and Chanoyu, the Samurai Tea Ceremony. Surprisingly, there is. And it encapsulates the recipe for a happy life."
Inside the only all-female Indian kitchen in the world,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel."
Into the wild: 'Everyman's right' to forage in Finland,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel."
Baggage fees and the rising costs of airline travel,"There was a time, even as early as 2019, when seat selection, meals, and check-in luggage were included in most standard airline tickets.

Yet, although airfare prices are on the rise, these amenities are now seemingly a luxury, and you can find yourself being charged multiple add-ons. So, how exactly did we get here?"
How the Amazon became a safe-haven for enslaved Africans,"Deep in the Amazon rainforest in Suriname, an unknown route of trails, creeks, and rivers was used by the Maroons, a community of enslaved Africans, to escape to a victorious freedom. They took refuge in the dense Amazon forest and established their own independent communities along the Upper Suriname river."
A unique experience in the heart of a Norwegian fjord,"Floating in the middle of the breathtaking Hardangerfjorden in Norway, an orb-shaped restaurant called Iris takes the guests on a unique and remote fine-dining experience. We meet Chef Anika Madsen to understand her creative vision for this arctic restaurant, its 18-course menu, and the challenge of living from the ocean with the ocean."
The mixologist serving up Black History one drink at a time,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel."
The first two-Michelin-star Chinese restaurant outside Asia,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel."
The surprising origins of the Super Bowl,"The most watched sporting event in the United States, the Super Bowl, has striking similarities to a sport played many centuries ago and over 4,000 miles away: Harpastum.

The beginnings of American football can be traced back to the old Roman Empire, and possibly even beyond. How similar is this modern team sport to its predecessors? And how did it become what it is today?"
The Schwebebahn: Germany's spectacular 'flying' train,Germany’s suspension monorail is one of the closest modes of transport you’ll get to a flying train. The Schwebebahn officially opened on 1 March 1901 and holds the record for the oldest electric elevated railway with hanging cars in the world.
The country with earliest wake-up time in the world,"According to a report by the Organization for Economic Co-operation and Development (OECD), Colombian are the world's earliest risers. The alarm clock at many Colombian households goes off at four or five in the morning. But why do Colombians wake up so early? We find out how culture, religion, and geographic location play a part."
British v American scones: Is there a difference?,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel."
Tiwanaku: The civilisation that mysteriously disappeared,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
El Dorado: The remarkable story behind a mythical city,"Our obsession with gold spans many eras and nationalities. Our lust for this shiny metal gave rise to the myth of El Dorado, a lost city of gold waiting to be discovered by adventurous conquerors. The myth of El Dorado originated deep in South America. But for the people who lived there, El Dorado was never a place, but a ruler so rich that he allegedly covered himself in gold from head to toe and washed it off in a sacred lake."
Orkney's ancient myths and legends,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
Tobacco: The dangerous plant's sacred origins,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
Why you should visit Japan's small but mighty 'little Kyoto',
Adalar: Explore the Ottoman past on Istanbul's car-free islands,
Why India's wildly remote islands are trending,
The industrial English city with more trees than people,
Lincoln taxi drivers' concern over rise of Uber,
South Cambridgeshire candidates challenged on busway plan,
Arriva North East bus strike called off as new offer made,
Shields Ferry funding delayed due to councillor absences,
Belfast: Cost of Grand Central Station rises to £340m,
Alstom: Potential new orders for struggling train firm,
London mayor elections: Susan Hall pledges to expand Night Tube,
EasyJet suspends flights to Israel until October,
Tesla lays off more than 10% of its workforce,
Can TikTok's owner afford to lose its killer app?,
Boomerang CEOs: Do they ever succeed?,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
How industry leaders transformed their career,"Switching jobs can be daunting. So, what does it really take to transform your career? The BBC’s Katty Kay spoke to change-makers across the fields of science, culture and business to find out. Author Michael Lewis, cook Ina Garten and chef José Andrés tell her what made them pivot their career."
Women were the original beer brewers - what changed?,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
How waiting alters our perception of time,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
Playing with FIRE: The millennial movement to quit work,"Recent studies suggest that over half of millennials do not see themselves as 'emotionally and behaviourally' connected to their job and company. Exhausted from high-pressure jobs and with a growing sense of burnout, some millennials are following a personal finance strategy that allows them to quit the day job and retire decades early."
Do the super-rich 'deserve' their wealth?,"Billionaire and philanthropist George Soros handed over control of his $25 billion empire to his son, Alex. The real-life 'Succession' announcement, and a prominent example of what academics call intergenerational wealth transmission, has sparked questions in recent years: Can billionaires be abolished? Could anyone be allowed to inherit billions of dollars? How much wealth is too much? Associate professor at the University of Michigan, Fabian Pfeffer, who researches wealth inequality and its consequences for the next generations, shares his reflections."
Four simple hacks to succeed in every conversation,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
Solo and hybrid work: Navigating our future and new normal,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
Can supersonic flight ever be sustainable?,"On 24th October 2003, Concorde made its final commercial passenger flight, traveling at twice the speed of sound from New York to London. Now, following an incredible absence of almost 20 years, there are signs that supersonic commercial flight could be on the verge of making its long awaited return."
Commencement speech: The surprising pitfall of your passions,"Students are graduating in the US this week, and the most common advice is 'follow your passions'. According to a Washington University study lead by professor Sapna Cheryan though, this seemingly innocent and uplifting message might be counterproductive, and relegate women to gender conforming jobs - that are not necessarily the best paid ones. In this short video, we look at commencement speeches, from Steve Jobs to Whoopi Goldberg, digging into the psychology of it, its gender and cultural undertones, and ultimately trying to discern what makes a good advice, in this day and age, for a fulfilling career."
ASMR: How whispering took over the internet,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
A desk full of descriptions for your work colleagues,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
Veterinarian suicide rates are very high. Why?,"Veterinarians start their careers bright-eyed and ready to help our pets. However, the long hours of the job, high student debt, the challenging pet owners’ expectations, and the exposure to traumatic experiences, including frequent euthanasia, are key factors that have led to a mental health crisis in the profession. What can be done about it?"
Real Bedford's owner says the town can support a Premier League club,
What is Bitcoin? Key cryptocurrency terms and what they mean,
Real Bedford owner: 'I explained league system to Winklevoss twins',
Real Bedford gets £3.6m cryptocurrency investment,
Rishi Sunak's five promises: What progress has he made?,
"'I don't open restaurants, I tell stories': Chef José Andrés on his singular approach to food",
Entrepreneur Jane Wurwand on why 'high-touch will overshadow high-tech' in business,
The challenge of upgrading iconic steel windows,
Even in peaceful countries be ready for a siren blast,
Boom times for US green energy as federal cash flows in,
The rise of magnets – from surgery to outer space,
Why there's a revolution on the way in glass making,
India's army of gold refiners face new competition,
How GE Aerospace's cross-cultural team cracks the biggest problems,
UK rejects EU free movement for young people offer,
The West says China makes too much. Its workers disagree,
Tesla seeks to award Elon Musk $56bn pay package,
Google sacked staff protesting about contract with Israel,
Police bust global cyber gang accused of industrial-scale fraud,
Biden calls for tripling tariffs on Chinese metals,
BBC World News business headlines,"Can you hear the hyenas and wild pigs in new Bowie hit? Video, 00:00:27Can you hear the hyenas and wild pigs in new Bowie hit?"
'I feel survivor's guilt' says Post Office victim,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Watch: 'My biggest financial regret is...',Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Mohsin Issa says the brothers will appoint a boss to run the business.,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Robot inventor: 'We had to adapt to the AI revolution',Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
"'AI won't steal your job, but people using it may'",Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
The Body Shop: A look back at the retailer's heyday in the 1980s,"The Body Shop: A look back at the retailer's heyday in the 1980s

The Body Shop's UK business entered administration on Tuesday, potentially putting up to 2,000 jobs at risk.

BBC News archive footage shows Dame Anita Roddick, founder of The Body Shop, talking about her company's success, in a 1984 interview.

Back then, The Body Shop was phenomenally popular and listed its shares on the London Stock Exchange, valuing a company that was started for £4,000 at £80m.

For children of the 1980s and 1990s, The Body Shop was a Willy Wonka-esque treat."
CCTV shows violent raid on Co-op store,"CCTV shows violent raid on Co-op store

The Co-op has released CCTV footage of an attack on one of its shops in Yorkshire which took place late one evening in June 2023.

The footage was given to the BBC as the supermarket chain warned of a rise in attacks on retail staff and shoplifting offences."
"Sir Howard Davies: Not that difficult to buy a home, says NatWest chair",Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
'A viral Facebook post nearly blew up our business',Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Mobile and broadband rises must be 'clearer' - Ofcom boss,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Homeserve founder: 'This earring helped me build my £4bn business',"Richard Harpin, co-founder of Homeserve, explains how an earring taught him a business lesson as a young entrepreneur, when he ran a fly-fishing business, for our CEO Secrets series.

He went on to university and then worked as a management consultant, before taking the leap to start his home repairs business in 1993 from Newcastle. Homeserve was sold this year for £4.1bn."
'Taking control of my abuse story',Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Moment transatlantic flight using 100% green fuels takes off from Heathrow,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Could this be the solution for recycling more plastic?,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
National Living Wage will increase to £11.44 per hour - Laura Trott,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
How lockdown inspired fight against period poverty,"How lockdown inspired fight against period poverty

According to the World Bank there are an estimated 500 million people suffering from period poverty - that's women and girls who can’t get access to basic products and facilities to deal with menstruation.

But one young woman from the UK decided to do something about it.

What started at home during lockdown has now turned into a global charity funded by donations, which helps thousands of women.

We went inside part of her operation in Lebanon, to see how the project is making a difference.

For more on this story listen to the People Fixing the World Podcast.

Produced and edited by Samantha Everett

Additional production by Richard Kenny and Joya Berbery"
Cinema advertising boss inspired by Avengers Assemble,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
CEO Secrets: ‘Pumpkins saved my business but almost squashed me’,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Hoodrich: 'We went from the streets to the stores',"Jay Williams founded streetwear brand Hoodrich in Birmingham in 2014 with just £200. It's now stocked in more than 700 stores. He talks about his experience of growing the business, for our CEO Secrets series."
"Jailed bankers ruling could hit key loan rate, warn founders",
Post Office lawyer 'missed' key Horizon finding,
Post Office victim calls for lawyer to be removed from Horizon redress scheme,
Post Office: Ex-chair defends himself against claims,
'AI helps me to make wine for younger drinkers',
Where do 'forever chemicals' in drinking water come from?,
The legal battles changing the course of climate change,
Florida's manatees are addicted to power plants. Scientists are weaning them off,
What are 'zombie fires' and why they pose a risk for Canada,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel."
Alaska's melting glaciers that rip homes apart,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel."
What happens when it rains space debris,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel."
Why electric vehicles struggle in extreme cold,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel."
The spongy creatures cleaning Zanzibar's oceans,"Coastal communities like Jambiani in Zanzibar, Tanzania, have always relied on the ocean to survive. But climate change and rising water temperatures have made traditional fishing and seaweed production increasingly difficult. Now single mothers and divorced women in Zanzibar are learning to swim and farm a more profitable and resilient crop."
The race to fix clean energy's waste problem,"In the race to reduce emissions, plans to build wind farms are skyrocketing. But while the electricity is clean, this green industry has a waste problem. Now there's a race to solve it - as Adrienne Murray has been finding out."
Giving fashion from upcycled scraps,"Want to gift sustainably, dress stylishly, and help the planet? Scraps might be the answer.

Daniel Silverstein is the designer behind Zero Waste Daniel, a high-end clothing brand based in Brooklyn, New York, where all the pieces are handcrafted entirely from discarded fabrics and materials—an inspiration for those looking to avoid excessive shopping and discarding during the holiday season."
'It's like being in a farm from outer space',"Climate change is making traditional farming more difficult the world over.

So-called 'vertical farming', with its bright purple lights, is nothing new in Japan, but a new project in the country takes it to a whole other level.

Tech-loving traveller Paul Carter visits a new kind of farm - one that has to be accessed via an airlock."
Japan's testbed for future sustainability,"Japan's biggest-ever earthquake in 2011 caused a tsunami - and the Fukushima Daiichi nuclear plant went into meltdown. The devastation displaced over a hundred and 50,000 people and many never returned.

Soma, in the north of the region, is a place rebuilt to entice populations back to the area - and it has unrivalled green credentials.

The Soma project serves as a testbed of sustainable ideas which could be rolled out across Japan - and around the world.

Tech-loving traveller Paul Carter is in Japan to find out more."
How to ship solar power from sea to shore,"With space on land at a premium in Japan, new locations to generate solar energy are being sought. This means innovators are turning to the sea to meet our energy needs in the form of offshore floating solar arrays.

In tandem with this idea, a company called Everblue are developing wind-powered boats to ferry power gathered by the solar arrays back to shore.

Tech-loving traveller Paul Carter is in Japan to find out more."
The sacred birds of longevity revered in Bhutan,"The black-necked cranes are a revered species across the Himalayas. Believed to be an embodiment of the Sixth Dalai Lama, there are less than 10,000 that survive on the roof of the world. In the scenic Phobjikha Valley of Bhutan, the natives eagerly await their return each winter. Monks of the local monastery pray for their safe journey and legend has it that they circle the monastery three times upon arrival. They feature in ancient Buddhist paintings of longevity and their mysticism is comparable to that of Dragons and Eagles."
How to live a zero-waste life in a wasteful world,"As the planet faces the pressing challenge of global warming, the concept of zero-waste living has gained significant traction among both businesses and individuals striving to mitigate climate change. This approach emphasises the optimisation of resources to minimise environmental impact. Katerina Bogatireva, the visionary behind New York City's pioneering zero-waste grocery store, offers valuable insights into this transformative lifestyle."
A day in the life of the Black Mambas,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
Intense beekeeping and wildfires are harming Turkey’s bees,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
The luxury cars going electric,"The luxury cars going electric

To help meet climate targets, the UK government had planned to ban the sale of new, pure petrol and diesel vehicles by 2030. Now, the plan is the ban will begin in 2035.

Even with an extra few years added – this is still a huge change for car owners and makers. Some manufacturers embraced electric earlier than others. Bentley wasn’t one of them."
The small Danish island that makes more energy than it uses,"The small Danish Island of Ærø was awarded the title of the EU’s most sustainable island in 2021. The island has been experimenting with renewable energy since the 1970s, and today, produces more electricity than it uses. Ærø seeks to become carbon neutral and self-sufficient on renewable energy by 2025."
Insulate Britain M25 protesters handed suspended sentences,
Hundreds take part in 'Funeral for Nature' in Bath,
Hampshire & Isle of Wight's Big Picture: 15 April,
Berkshire's Big Picture: 15 April,
Dorset's Big Picture: 15 April,
Oxfordshire's Big Picture: 15 April,
Staffordshire County Council to award grants for environmental projects,
BBC Persian sent footage of Isfahan explosions,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Trump complains about 'freezing' New York courtroom,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Kennedy family endorses Joe Biden for president in snub of RFK Jr,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
NY police arrest dozens at US college Gaza protest,"Dozens of students have been arrested at a ""Gaza Solidarity"" camp at Columbia University in New York. The university's president, who attended a hearing on antisemitism on Wednesday at the US Congress, said that the administration had provided fair warning the camp would be dismantled."
'We never gave up' - Stardust families react,"'We never gave up' - Stardust families react

A verdict of unlawful killing has been delivered in the inquests into the 1981 Stardust fire in Dublin.

Forty-eight people died in the blaze where 800 people were attending a Valentine's Day disco.

The victims were aged between 16 and 27.

The jury found the fire started in the hot press in the main bar and was caused by an electrical fault.

The inquests began in April 2023 and heard from 370 witnesses.

Numerous families have welcomed the ruling by saying “justice has been served”.

Some are calling for a public apology from the Irish government."
Dublin: What do people in the capital know about Northern Ireland?,"Dublin: What do people in the capital know about Northern Ireland?

Taoiseach (Irish Prime Minister) Simon Harris caused a bit of controversy recently when he commented on how Irish people may not always be aware of the comings and goings in Northern Ireland.

""If I’m being very honest, I'm of a generation where people are more familiar now with London and Berlin and Paris than they might be with Belfast or Derry.”

But how much truth is in those comments?

BBC News NI went to Technological University Dublin to see what people there knew about Northern Ireland."
Why cloud seeding didn't cause the Dubai floods,"Why cloud seeding didn't cause the Dubai floods

The United Arab Emirates has been hit by record floods over the past 24 hours, sparking misleading speculation about cloud seeding.

Cloud seeding involves manipulating existing clouds to help produce more rain.

The technique has been around for decades, and the UAE has used it in recent years to help address water shortages.

The UAE is known for hot and dry weather, although heavy rains have become more regular in recent years."
Tensions over Israel-Gaza grow at Columbia University,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Moment Copenhagen stock exchange facade collapses,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Watch: Ukraine PM warns of Third World War if Russia wins,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Listen: Stabbed Sydney bishop forgives his alleged attacker in audio message,"Mar Mari Emmanuel said he was ""doing fine"" and forgives his alleged attacker in his first statement since being stabbed. The bishop was attacked on Monday during mass at the Assyrian Christ The Good Shepherd Church."
What's the best way to become really strong?,"Why Europe has so few skyscrapers

Only seven of the world’s 1,000 tallest buildings are in the EU. Watch to find out why."
A Russian Spy Story: Vladimir Putin and his time in the KGB,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
The enduring mystery of Amelia Earhart,"The sudden disappearance of Amelia Earhart has captured the world's imagination for nearly 90 years. Dive into the conspiracy theories, hoaxes - plus some actual facts - about the iconic aviation pioneer. Could the mystery finally be solved?"
Why this US state abolished the death penalty first,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Berlin's disused war bunkers,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Koh-i-Noor: The 'cursed' diamond set into the Crown Jewels,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel."
The border town that 'forgot' it was part of the US,"The border town that 'forgot' it was part of the US

BEST OF 2023 - In 1967 the residents of a US-Mexico border town discovered they weren't Mexican citizens but were actually American.

For years everyone had assumed Rio Rico was part of Mexico because it lay south of the river that forms the border. During the 1920s, when Prohibition was extended through the US, Rio Rico became known for drinking, gambling and prostitution.

But little did they know that before 1906, Rio Rico actually lay to the north of the river and was therefore American territory.

Written & presented by Paul Ivan Harris Video by Christian von Preysing-Barry

This video is part of BBC Reel's ""Best of 2023"" collection, where we bring you some of our favourite stories from the past 12 months."
The surprising origins of five iconic toys,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Istanbul's ancient subterranean Basilica Cistern,"Join Istanbul-based poet and writer Pelin Batu as she explores a museum bursting with history, myth and legend.

Built in the 6th Century for the eastern Roman Empire from older building fragments, The Basilica Cistern used to be a place that stored a huge amount of water. Now it is open to the public to marvel at a history drenched in Istanbul's unique heritage.

Presented by Pelin Batu"
Napoleon: The truth about 'small man syndrome',"The Napoleon Complex - aka 'small man syndrome' - suggests short men are overly aggressive. But is it true? And was Napoleon himself even short? It seems we may have been spun a neat web of lies, smears, and propaganda."
The 80-year-old mystery of the skeleton found in a wych elm,"On the 18th of April, 1943, four schoolboys were out poaching for birds eggs in Hagley Wood, England. They came across a wych elm tree and one of the boys hoisted himself up in amongst the branches when something untoward instantly caught his eye. Nestled inside the hollow trunk of the tree was a human skull."
This famous carrot myth is actually WW2 propaganda,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
Jelling Stone: 3D scans reveal power of Viking queen,"New analysis of the world-famous Jelling Stone in Denmark suggests that a Viking queen was much more powerful than previously thought. Queen Thyra is best known as the wife and mother of early rulers Gorm the Old, and Harald Bluetooth. But now researchers believe she was important in her own right, and had a pivotal role in shaping the realm."
Armageddon: The ancient city behind the biblical story,"Armageddon or the ancient city otherwise known as Megiddo is the setting in the New Testament for a final battle between the forces of good and evil at the end of time. Archeologists believe that the first settlements in the strategic site in northern Israel appeared about 6,000 years ago. However, the iconic city experienced its own 'apocalypse' after it burned to the ground during a devastating fire 3,000 years ago."
The enigmatic prehistoric gold treasure of Caldas de Reis,The treasure of Caldas de Reis discovered in Galicia in Northwestern Spain is one of the largest hoards of prehistoric gold ever found in Europe. The collection of 41 pieces of high-purity gold dating to around 1500 BC was found by a group of farmers in the 1940s. But it remains a mystery who owned the gold.
The bizarre history of satanic rituals,"Hysterical fear of satanic rituals is arguably the ultimate human conspiracy theory - and it has truly weird origins.

It's easy to think that QAnon's conspiracy theory about child-eating and satan-worshipping elites is something new. But panic about satanic rituals has a long and strange history stretching back almost a millennium. Expect toads, horny cats, and rumours of ritual giraffe slaughters - and you'll only be about halfway there."
How a king had to ask his family for money,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
San Jose: A shipwreck worth billions on the ocean floor,"Three centuries ago, the English attacked a Spanish treasure fleet off the coast of Cartagena, Colombia. During the attack, the San José, carrying an estimated 20 billion dollars worth of gold, silver, and jewels sank into the Caribbean Sea. Various countries, governments, and tribes have been laying claim to the riches of the San José galleon for decades. But 300 years later, none of the multi-billion-dollar treasure has been recovered."
The scandalous life of a 'dashing and unreliable' king,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.
The funeral of a 128-year-old mummy,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel."
Why did the British government spy on King Edward VIII?,"Before Edward VIII became King, he was known for his high spending habits, promiscuity, and links to controversial political figures. His unreliable behavior led his father, George V, and Prime Minister Stanley Baldwin, to take the unprecedented decision of spying on him to safeguard national interests and uphold the reputation of the monarchy. This was a definitive step toward his abdication."
The intriguing early years of Ghislaine Maxwell,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
The church built for all religions,"In 1916, Austro-Hungarian soldiers who engaged in fierce battles during WWI in the Slovenian Alps faced massive casualties. To honour their fallen comrades, fellow soldiers erected an Art Nouveau church nestled in the heart of the mountains, invisible to the enemy. How did a modest-sized church evolve into a powerful symbol of cooperation and peace?"
The Mediterranean’s hidden wonders,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?"
