Title,Description,text,processed_text,Class Index,sentiment_label,bias_label
"Barbie, Oppenheimer & a wardrobe malfunction? Oscars best bits in 60 seconds",Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,"Barbie, Oppenheimer & a wardrobe malfunction? Oscars best bits in 60 seconds Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.",barbie oppenheimer wardrobe malfunction oscar best bit 60 second copyright 2024 bbc right reserved bbc responsible content external site read approach external linking,4,1,Unknown bias
BBC Verify examines video from Israel's attack on Iran,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,BBC Verify examines video from Israel's attack on Iran Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,bbc verify examines video israel attack iran copyright 2024 bbc right reserved bbc responsible content external site read approach external linking,1,0,Low bias
India election 2024: Why it matters for the world,"Nearly a billion people are eligible to vote in the Indian election this year. Polling will run across the country in seven phases over six weeks, ending on 1 June. Results are on 4 June. This election is not just important for India but also for the world. The BBC's Yogita Limaye explains why the country's current global standing and its huge population make the Indian election one to watch for the world.","India election 2024: Why it matters for the world Nearly a billion people are eligible to vote in the Indian election this year. Polling will run across the country in seven phases over six weeks, ending on 1 June. Results are on 4 June. This election is not just important for India but also for the world. The BBC's Yogita Limaye explains why the country's current global standing and its huge population make the Indian election one to watch for the world.",india election 2024 matter world nearly billion people eligible vote indian election year polling run across country seven phase six week ending 1 june result 4 june election important india also world bbcs yogita limaye explains country current global standing huge population make indian election one watch world,1,1,Unknown bias
BBC World Service,"The sisters defying the Taliban by singing

Since the 2021 takeover, the Taliban have imposed restrictions on women's freedoms. Two sisters decided they couldn't just stand back and watch and started secretly using the power of their voices to resist.","BBC World Service The sisters defying the Taliban by singing

Since the 2021 takeover, the Taliban have imposed restrictions on women's freedoms. Two sisters decided they couldn't just stand back and watch and started secretly using the power of their voices to resist.",bbc world service sister defying taliban singing since 2021 takeover taliban imposed restriction woman freedom two sister decided couldnt stand back watch started secretly using power voice resist,1,1,Unknown bias
One-minute World News,"Can you hear the hyenas and wild pigs in new Bowie hit? Video, 00:00:27Can you hear the hyenas and wild pigs in new Bowie hit?","One-minute World News Can you hear the hyenas and wild pigs in new Bowie hit? Video, 00:00:27Can you hear the hyenas and wild pigs in new Bowie hit?",oneminute world news hear hyena wild pig new bowie hit video 000027can hear hyena wild pig new bowie hit,4,-1,Unknown bias
BBC reporter at Trump trial as man sets himself on fire,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,BBC reporter at Trump trial as man sets himself on fire Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,bbc reporter trump trial man set fire copyright 2024 bbc right reserved bbc responsible content external site read approach external linking,1,-1,Low bias
500 Newfoundlanders went on same cruise by coincidence,"The residents of the Atlantic Canadian province chased the same good deal online without prior planning.

When the cruise company told some of them that at least 250 Newfoundlander couples were already booked, many brought their flags and traditional attires to celebrate the island's heritage on board.","500 Newfoundlanders went on same cruise by coincidence The residents of the Atlantic Canadian province chased the same good deal online without prior planning.

When the cruise company told some of them that at least 250 Newfoundlander couples were already booked, many brought their flags and traditional attires to celebrate the island's heritage on board.",500 newfoundlanders went cruise coincidence resident atlantic canadian province chased good deal online without prior planning cruise company told least 250 newfoundlander couple already booked many brought flag traditional attire celebrate island heritage board,4,1,Unknown bias
How City of Light changed the Olympics,"Olympic Village

For the first time, athletes in 1924 could stay together at a purpose-built Olympic Village. Built near the Olympic Stadium, the accommodation comprised row after row of small wooden chalets complete with running water, and the site featured a post office, newsagent, bureau de change, hairdressing salon and a restaurant.



Media coverage

The 1924 Games were also the first to be broadcast live on radio. There were 724 journalists officially accredited to cover the Games, mostly coming from overseas, which was testament to increasing popularity and global interest in the Games.

Edmond Dehorter, sometimes referred to as ‘the unknown speaker’ and later as the ‘father of sports commentary’, commentated on the Games for Radio-Paris.

Olympic venues

The 1924 Olympic Stadium later also staged football’s 1938 World Cup final. Several renovations later, the same site will be used at this summer’s Games to host hockey.



Several other venues were built especially for the Games 100 years ago - such as a new aquatics stadium and tennis courts.



The Piscine des Tourelles – which will be used in 2024 as a training venue for swimmers - became the first 50m Olympic pool. Its lanes were marked out by cork floats.



Just two new venues have been built from scratch for 2024 as the City of Light looks to use its existing venues, along with famous landmarks as the backdrop to events. Temporary sporting stages are being erected, including one at the Eiffel Tower which will showcase beach volleyball.



Closing ceremony

The 1924 Games were the first to feature a closing ceremony with similarities to those of today. This involved the distribution of medals to competing nations along with the raising of four flags - those of the International Olympic Committee, France, Greece - who staged the inaugural modern Games in 1896 - and 1928 hosts the Netherlands.



Ireland

Ireland was also given formal recognition as an independent competing nation for Paris 1924, making a debut appearance in an Olympic Games.



Winter Olympics

Sports competitions held in Chamonix between 25 January and 5 February 1924 in association with the Paris Games were later designated as the inaugural Winter Olympics. Athletes from 16 nations competed in the Games across 16 disciplines, spanning curling, bobsleigh, figure and speed skating and skiing.","How City of Light changed the Olympics Olympic Village

For the first time, athletes in 1924 could stay together at a purpose-built Olympic Village. Built near the Olympic Stadium, the accommodation comprised row after row of small wooden chalets complete with running water, and the site featured a post office, newsagent, bureau de change, hairdressing salon and a restaurant.



Media coverage

The 1924 Games were also the first to be broadcast live on radio. There were 724 journalists officially accredited to cover the Games, mostly coming from overseas, which was testament to increasing popularity and global interest in the Games.

Edmond Dehorter, sometimes referred to as ‘the unknown speaker’ and later as the ‘father of sports commentary’, commentated on the Games for Radio-Paris.

Olympic venues

The 1924 Olympic Stadium later also staged football’s 1938 World Cup final. Several renovations later, the same site will be used at this summer’s Games to host hockey.



Several other venues were built especially for the Games 100 years ago - such as a new aquatics stadium and tennis courts.



The Piscine des Tourelles – which will be used in 2024 as a training venue for swimmers - became the first 50m Olympic pool. Its lanes were marked out by cork floats.



Just two new venues have been built from scratch for 2024 as the City of Light looks to use its existing venues, along with famous landmarks as the backdrop to events. Temporary sporting stages are being erected, including one at the Eiffel Tower which will showcase beach volleyball.



Closing ceremony

The 1924 Games were the first to feature a closing ceremony with similarities to those of today. This involved the distribution of medals to competing nations along with the raising of four flags - those of the International Olympic Committee, France, Greece - who staged the inaugural modern Games in 1896 - and 1928 hosts the Netherlands.



Ireland

Ireland was also given formal recognition as an independent competing nation for Paris 1924, making a debut appearance in an Olympic Games.



Winter Olympics

Sports competitions held in Chamonix between 25 January and 5 February 1924 in association with the Paris Games were later designated as the inaugural Winter Olympics. Athletes from 16 nations competed in the Games across 16 disciplines, spanning curling, bobsleigh, figure and speed skating and skiing.",city light changed olympics olympic village first time athlete 1924 could stay together purposebuilt olympic village built near olympic stadium accommodation comprised row row small wooden chalet complete running water site featured post office newsagent bureau de change hairdressing salon restaurant medium coverage 1924 game also first broadcast live radio 724 journalist officially accredited cover game mostly coming overseas testament increasing popularity global interest game edmond dehorter sometimes referred ‘ unknown speaker ’ later ‘ father sport commentary ’ commentated game radioparis olympic venue 1924 olympic stadium later also staged football ’ 1938 world cup final several renovation later site used summer ’ game host hockey several venue built especially game 100 year ago new aquatic stadium tennis court piscine de tourelles – used 2024 training venue swimmer became first 50m olympic pool lane marked cork float two new venue built scratch 2024 city light look use existing venue along famous landmark backdrop event temporary sporting stage erected including one eiffel tower showcase beach volleyball closing ceremony 1924 game first feature closing ceremony similarity today involved distribution medal competing nation along raising four flag international olympic committee france greece staged inaugural modern game 1896 1928 host netherlands ireland ireland also given formal recognition independent competing nation paris 1924 making debut appearance olympic game winter olympics sport competition held chamonix 25 january 5 february 1924 association paris game later designated inaugural winter olympics athlete 16 nation competed game across 16 discipline spanning curling bobsleigh figure speed skating skiing,2,1,Moderate bias
Where and how to watch BBC News,BBC News is the go-to destination for travellers eager to keep up to date with the latest news from around the globe - whenever and wherever they want it.,Where and how to watch BBC News BBC News is the go-to destination for travellers eager to keep up to date with the latest news from around the globe - whenever and wherever they want it.,watch bbc news bbc news goto destination traveller eager keep date latest news around globe whenever wherever want,4,1,Unknown bias
BBC World News: 24 hours news TV channel,"'This building is just a snapshot of the devastation' Video, 00:00:55'This building is just a snapshot of the devastation'","BBC World News: 24 hours news TV channel 'This building is just a snapshot of the devastation' Video, 00:00:55'This building is just a snapshot of the devastation'",bbc world news 24 hour news tv channel building snapshot devastation video 000055this building snapshot devastation,4,0,Unknown bias
Learn how the BBC is working to strengthen trust and transparency in online news,"If an article has been edited since publication to correct a material inaccuracy, a note will be added at the end of the text to signal to the reader there has been an amendment or correction with the date of that change. If there is a small error in a story that does not alter its editorial meaning (eg name misspelling), the correction will be made without an additional note.","Learn how the BBC is working to strengthen trust and transparency in online news If an article has been edited since publication to correct a material inaccuracy, a note will be added at the end of the text to signal to the reader there has been an amendment or correction with the date of that change. If there is a small error in a story that does not alter its editorial meaning (eg name misspelling), the correction will be made without an additional note.",learn bbc working strengthen trust transparency online news article edited since publication correct material inaccuracy note added end text signal reader amendment correction date change small error story alter editorial meaning eg name misspelling correction made without additional note,4,1,Moderate bias
Why Europe has so few skyscrapers,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?","Why Europe has so few skyscrapers Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?",europe skyscraper word reveal extrovert introvert hyperbole mega part english language happen,4,-1,Low bias
Why is Finland the happiest country in the world?,"For seven consecutive years, Finland has been named the happiest country in the world, followed closely by its Nordic neighbours Denmark and Iceland. What makes the Finns such happy people? And what can we learn from it?","Why is Finland the happiest country in the world? For seven consecutive years, Finland has been named the happiest country in the world, followed closely by its Nordic neighbours Denmark and Iceland. What makes the Finns such happy people? And what can we learn from it?",finland happiest country world seven consecutive year finland named happiest country world followed closely nordic neighbour denmark iceland make finn happy people learn,1,1,Unknown bias
Pust: An ancient festival to chase away winter,"In Slovenia, the ancient Pust festival happens before Easter to mark the end of winter. Locals wear masks and costumes to chase away winter and celebrate the coming of spring. Stunning images of the festival captured by the photographer, Ciril Jazbec, offers a glimpse into a ritual that has great significance for the community.","Pust: An ancient festival to chase away winter In Slovenia, the ancient Pust festival happens before Easter to mark the end of winter. Locals wear masks and costumes to chase away winter and celebrate the coming of spring. Stunning images of the festival captured by the photographer, Ciril Jazbec, offers a glimpse into a ritual that has great significance for the community.",pust ancient festival chase away winter slovenia ancient pust festival happens easter mark end winter local wear mask costume chase away winter celebrate coming spring stunning image festival captured photographer ciril jazbec offer glimpse ritual great significance community,4,1,Unknown bias
Four Japanese principles to lead a good life,"We are entering Cherry Blossoms season in Japan, and in many US cities, like Washington DC. In New York, I have been invited to a tea ceremony by Yoshitsugu Nagano, the youngest high ranking tea master from the Ueda Soko School of Samurai Tea Ceremony, which was practiced in Hiroshima for 400 years. I asked him if there is any relation between the tradition of cherry blossoms, Sakura in Japanese, and Chanoyu, the Samurai Tea Ceremony. Surprisingly, there is. And it encapsulates the recipe for a happy life.","Four Japanese principles to lead a good life We are entering Cherry Blossoms season in Japan, and in many US cities, like Washington DC. In New York, I have been invited to a tea ceremony by Yoshitsugu Nagano, the youngest high ranking tea master from the Ueda Soko School of Samurai Tea Ceremony, which was practiced in Hiroshima for 400 years. I asked him if there is any relation between the tradition of cherry blossoms, Sakura in Japanese, and Chanoyu, the Samurai Tea Ceremony. Surprisingly, there is. And it encapsulates the recipe for a happy life.",four japanese principle lead good life entering cherry blossom season japan many u city like washington dc new york invited tea ceremony yoshitsugu nagano youngest high ranking tea master ueda soko school samurai tea ceremony practiced hiroshima 400 year asked relation tradition cherry blossom sakura japanese chanoyu samurai tea ceremony surprisingly encapsulates recipe happy life,2,1,High bias
Inside the only all-female Indian kitchen in the world,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel.","Inside the only all-female Indian kitchen in the world Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel.",inside allfemale indian kitchen world northern light viewing get magical many myth surrounding aurora satellite technology provides insight celestial marvel,4,1,Unknown bias
Into the wild: 'Everyman's right' to forage in Finland,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel.","Into the wild: 'Everyman's right' to forage in Finland Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel.",wild everyman right forage finland northern light viewing get magical many myth surrounding aurora satellite technology provides insight celestial marvel,4,1,Moderate bias
Baggage fees and the rising costs of airline travel,"There was a time, even as early as 2019, when seat selection, meals, and check-in luggage were included in most standard airline tickets.

Yet, although airfare prices are on the rise, these amenities are now seemingly a luxury, and you can find yourself being charged multiple add-ons. So, how exactly did we get here?","Baggage fees and the rising costs of airline travel There was a time, even as early as 2019, when seat selection, meals, and check-in luggage were included in most standard airline tickets.

Yet, although airfare prices are on the rise, these amenities are now seemingly a luxury, and you can find yourself being charged multiple add-ons. So, how exactly did we get here?",baggage fee rising cost airline travel time even early 2019 seat selection meal checkin luggage included standard airline ticket yet although airfare price rise amenity seemingly luxury find charged multiple addons exactly get,3,0,Low bias
How the Amazon became a safe-haven for enslaved Africans,"Deep in the Amazon rainforest in Suriname, an unknown route of trails, creeks, and rivers was used by the Maroons, a community of enslaved Africans, to escape to a victorious freedom. They took refuge in the dense Amazon forest and established their own independent communities along the Upper Suriname river.","How the Amazon became a safe-haven for enslaved Africans Deep in the Amazon rainforest in Suriname, an unknown route of trails, creeks, and rivers was used by the Maroons, a community of enslaved Africans, to escape to a victorious freedom. They took refuge in the dense Amazon forest and established their own independent communities along the Upper Suriname river.",amazon became safehaven enslaved african deep amazon rainforest suriname unknown route trail creek river used maroon community enslaved african escape victorious freedom took refuge dense amazon forest established independent community along upper suriname river,4,1,Moderate bias
A unique experience in the heart of a Norwegian fjord,"Floating in the middle of the breathtaking Hardangerfjorden in Norway, an orb-shaped restaurant called Iris takes the guests on a unique and remote fine-dining experience. We meet Chef Anika Madsen to understand her creative vision for this arctic restaurant, its 18-course menu, and the challenge of living from the ocean with the ocean.","A unique experience in the heart of a Norwegian fjord Floating in the middle of the breathtaking Hardangerfjorden in Norway, an orb-shaped restaurant called Iris takes the guests on a unique and remote fine-dining experience. We meet Chef Anika Madsen to understand her creative vision for this arctic restaurant, its 18-course menu, and the challenge of living from the ocean with the ocean.",unique experience heart norwegian fjord floating middle breathtaking hardangerfjorden norway orbshaped restaurant called iris take guest unique remote finedining experience meet chef anika madsen understand creative vision arctic restaurant 18course menu challenge living ocean ocean,4,1,Unknown bias
The mixologist serving up Black History one drink at a time,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel.","The mixologist serving up Black History one drink at a time Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel.",mixologist serving black history one drink time northern light viewing get magical many myth surrounding aurora satellite technology provides insight celestial marvel,4,1,Unknown bias
The first two-Michelin-star Chinese restaurant outside Asia,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel.","The first two-Michelin-star Chinese restaurant outside Asia Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel.",first twomichelinstar chinese restaurant outside asia northern light viewing get magical many myth surrounding aurora satellite technology provides insight celestial marvel,4,1,Unknown bias
The surprising origins of the Super Bowl,"The most watched sporting event in the United States, the Super Bowl, has striking similarities to a sport played many centuries ago and over 4,000 miles away: Harpastum.

The beginnings of American football can be traced back to the old Roman Empire, and possibly even beyond. How similar is this modern team sport to its predecessors? And how did it become what it is today?","The surprising origins of the Super Bowl The most watched sporting event in the United States, the Super Bowl, has striking similarities to a sport played many centuries ago and over 4,000 miles away: Harpastum.

The beginnings of American football can be traced back to the old Roman Empire, and possibly even beyond. How similar is this modern team sport to its predecessors? And how did it become what it is today?",surprising origin super bowl watched sporting event united state super bowl striking similarity sport played many century ago 4000 mile away harpastum beginning american football traced back old roman empire possibly even beyond similar modern team sport predecessor become today,2,1,Moderate bias
The Schwebebahn: Germany's spectacular 'flying' train,Germany’s suspension monorail is one of the closest modes of transport you’ll get to a flying train. The Schwebebahn officially opened on 1 March 1901 and holds the record for the oldest electric elevated railway with hanging cars in the world.,The Schwebebahn: Germany's spectacular 'flying' train Germany’s suspension monorail is one of the closest modes of transport you’ll get to a flying train. The Schwebebahn officially opened on 1 March 1901 and holds the record for the oldest electric elevated railway with hanging cars in the world.,schwebebahn germany spectacular flying train germany ’ suspension monorail one closest mode transport ’ get flying train schwebebahn officially opened 1 march 1901 hold record oldest electric elevated railway hanging car world,1,-1,Low bias
The country with earliest wake-up time in the world,"According to a report by the Organization for Economic Co-operation and Development (OECD), Colombian are the world's earliest risers. The alarm clock at many Colombian households goes off at four or five in the morning. But why do Colombians wake up so early? We find out how culture, religion, and geographic location play a part.","The country with earliest wake-up time in the world According to a report by the Organization for Economic Co-operation and Development (OECD), Colombian are the world's earliest risers. The alarm clock at many Colombian households goes off at four or five in the morning. But why do Colombians wake up so early? We find out how culture, religion, and geographic location play a part.",country earliest wakeup time world according report organization economic cooperation development oecd colombian world earliest riser alarm clock many colombian household go four five morning colombian wake early find culture religion geographic location play part,4,-1,Low bias
British v American scones: Is there a difference?,"Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel.","British v American scones: Is there a difference? Why Northern Lights viewing is about to get more magical

There are many myths surrounding the aurora but satellite technology provides insights into the celestial marvel.",british v american scone difference northern light viewing get magical many myth surrounding aurora satellite technology provides insight celestial marvel,4,1,Unknown bias
Tiwanaku: The civilisation that mysteriously disappeared,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?","Tiwanaku: The civilisation that mysteriously disappeared Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?",tiwanaku civilisation mysteriously disappeared word reveal extrovert introvert hyperbole mega part english language happen,4,0,Low bias
El Dorado: The remarkable story behind a mythical city,"Our obsession with gold spans many eras and nationalities. Our lust for this shiny metal gave rise to the myth of El Dorado, a lost city of gold waiting to be discovered by adventurous conquerors. The myth of El Dorado originated deep in South America. But for the people who lived there, El Dorado was never a place, but a ruler so rich that he allegedly covered himself in gold from head to toe and washed it off in a sacred lake.","El Dorado: The remarkable story behind a mythical city Our obsession with gold spans many eras and nationalities. Our lust for this shiny metal gave rise to the myth of El Dorado, a lost city of gold waiting to be discovered by adventurous conquerors. The myth of El Dorado originated deep in South America. But for the people who lived there, El Dorado was never a place, but a ruler so rich that he allegedly covered himself in gold from head to toe and washed it off in a sacred lake.",el dorado remarkable story behind mythical city obsession gold span many era nationality lust shiny metal gave rise myth el dorado lost city gold waiting discovered adventurous conqueror myth el dorado originated deep south america people lived el dorado never place ruler rich allegedly covered gold head toe washed sacred lake,2,0,Unknown bias
Orkney's ancient myths and legends,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?","Orkney's ancient myths and legends Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?",orkneys ancient myth legend word reveal extrovert introvert hyperbole mega part english language happen,4,-1,Low bias
Tobacco: The dangerous plant's sacred origins,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?","Tobacco: The dangerous plant's sacred origins Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?",tobacco dangerous plant sacred origin word reveal extrovert introvert hyperbole mega part english language happen,4,0,Unknown bias
Boomerang CEOs: Do they ever succeed?,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?","Boomerang CEOs: Do they ever succeed? Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?",boomerang ceo ever succeed word reveal extrovert introvert hyperbole mega part english language happen,4,1,Unknown bias
How industry leaders transformed their career,"Switching jobs can be daunting. So, what does it really take to transform your career? The BBC’s Katty Kay spoke to change-makers across the fields of science, culture and business to find out. Author Michael Lewis, cook Ina Garten and chef José Andrés tell her what made them pivot their career.","How industry leaders transformed their career Switching jobs can be daunting. So, what does it really take to transform your career? The BBC’s Katty Kay spoke to change-makers across the fields of science, culture and business to find out. Author Michael Lewis, cook Ina Garten and chef José Andrés tell her what made them pivot their career.",industry leader transformed career switching job daunting really take transform career bbc ’ katty kay spoke changemakers across field science culture business find author michael lewis cook ina garten chef josé andrés tell made pivot career,4,-1,Low bias
Women were the original beer brewers - what changed?,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?","Women were the original beer brewers - what changed? Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?",woman original beer brewer changed word reveal extrovert introvert hyperbole mega part english language happen,4,1,Unknown bias
How waiting alters our perception of time,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?","How waiting alters our perception of time Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?",waiting alters perception time word reveal extrovert introvert hyperbole mega part english language happen,4,-1,Low bias
Playing with FIRE: The millennial movement to quit work,"Recent studies suggest that over half of millennials do not see themselves as 'emotionally and behaviourally' connected to their job and company. Exhausted from high-pressure jobs and with a growing sense of burnout, some millennials are following a personal finance strategy that allows them to quit the day job and retire decades early.","Playing with FIRE: The millennial movement to quit work Recent studies suggest that over half of millennials do not see themselves as 'emotionally and behaviourally' connected to their job and company. Exhausted from high-pressure jobs and with a growing sense of burnout, some millennials are following a personal finance strategy that allows them to quit the day job and retire decades early.",playing fire millennial movement quit work recent study suggest half millennials see emotionally behaviourally connected job company exhausted highpressure job growing sense burnout millennials following personal finance strategy allows quit day job retire decade early,3,0,Unknown bias
Do the super-rich 'deserve' their wealth?,"Billionaire and philanthropist George Soros handed over control of his $25 billion empire to his son, Alex. The real-life 'Succession' announcement, and a prominent example of what academics call intergenerational wealth transmission, has sparked questions in recent years: Can billionaires be abolished? Could anyone be allowed to inherit billions of dollars? How much wealth is too much? Associate professor at the University of Michigan, Fabian Pfeffer, who researches wealth inequality and its consequences for the next generations, shares his reflections.","Do the super-rich 'deserve' their wealth? Billionaire and philanthropist George Soros handed over control of his $25 billion empire to his son, Alex. The real-life 'Succession' announcement, and a prominent example of what academics call intergenerational wealth transmission, has sparked questions in recent years: Can billionaires be abolished? Could anyone be allowed to inherit billions of dollars? How much wealth is too much? Associate professor at the University of Michigan, Fabian Pfeffer, who researches wealth inequality and its consequences for the next generations, shares his reflections.",superrich deserve wealth billionaire philanthropist george soros handed control 25 billion empire son alex reallife succession announcement prominent example academic call intergenerational wealth transmission sparked question recent year billionaire abolished could anyone allowed inherit billion dollar much wealth much associate professor university michigan fabian pfeffer research wealth inequality consequence next generation share reflection,3,1,Unknown bias
Four simple hacks to succeed in every conversation,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?","Four simple hacks to succeed in every conversation Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?",four simple hack succeed every conversation word reveal extrovert introvert hyperbole mega part english language happen,4,1,Unknown bias
Solo and hybrid work: Navigating our future and new normal,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?","Solo and hybrid work: Navigating our future and new normal Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?",solo hybrid work navigating future new normal word reveal extrovert introvert hyperbole mega part english language happen,4,-1,Low bias
Can supersonic flight ever be sustainable?,"On 24th October 2003, Concorde made its final commercial passenger flight, traveling at twice the speed of sound from New York to London. Now, following an incredible absence of almost 20 years, there are signs that supersonic commercial flight could be on the verge of making its long awaited return.","Can supersonic flight ever be sustainable? On 24th October 2003, Concorde made its final commercial passenger flight, traveling at twice the speed of sound from New York to London. Now, following an incredible absence of almost 20 years, there are signs that supersonic commercial flight could be on the verge of making its long awaited return.",supersonic flight ever sustainable 24th october 2003 concorde made final commercial passenger flight traveling twice speed sound new york london following incredible absence almost 20 year sign supersonic commercial flight could verge making long awaited return,4,-1,Low bias
Commencement speech: The surprising pitfall of your passions,"Students are graduating in the US this week, and the most common advice is 'follow your passions'. According to a Washington University study lead by professor Sapna Cheryan though, this seemingly innocent and uplifting message might be counterproductive, and relegate women to gender conforming jobs - that are not necessarily the best paid ones. In this short video, we look at commencement speeches, from Steve Jobs to Whoopi Goldberg, digging into the psychology of it, its gender and cultural undertones, and ultimately trying to discern what makes a good advice, in this day and age, for a fulfilling career.","Commencement speech: The surprising pitfall of your passions Students are graduating in the US this week, and the most common advice is 'follow your passions'. According to a Washington University study lead by professor Sapna Cheryan though, this seemingly innocent and uplifting message might be counterproductive, and relegate women to gender conforming jobs - that are not necessarily the best paid ones. In this short video, we look at commencement speeches, from Steve Jobs to Whoopi Goldberg, digging into the psychology of it, its gender and cultural undertones, and ultimately trying to discern what makes a good advice, in this day and age, for a fulfilling career.",commencement speech surprising pitfall passion student graduating u week common advice follow passion according washington university study lead professor sapna cheryan though seemingly innocent uplifting message might counterproductive relegate woman gender conforming job necessarily best paid one short video look commencement speech steve job whoopi goldberg digging psychology gender cultural undertone ultimately trying discern make good advice day age fulfilling career,4,1,High bias
ASMR: How whispering took over the internet,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?","ASMR: How whispering took over the internet Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?",asmr whispering took internet word reveal extrovert introvert hyperbole mega part english language happen,4,-1,Low bias
A desk full of descriptions for your work colleagues,"Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?","A desk full of descriptions for your work colleagues Words that reveal if you are an extrovert or an introvert

Hyperbole is now a 'mega' part of the English language, but why did it happen?",desk full description work colleague word reveal extrovert introvert hyperbole mega part english language happen,4,-1,Low bias
Veterinarian suicide rates are very high. Why?,"Veterinarians start their careers bright-eyed and ready to help our pets. However, the long hours of the job, high student debt, the challenging pet owners’ expectations, and the exposure to traumatic experiences, including frequent euthanasia, are key factors that have led to a mental health crisis in the profession. What can be done about it?","Veterinarian suicide rates are very high. Why? Veterinarians start their careers bright-eyed and ready to help our pets. However, the long hours of the job, high student debt, the challenging pet owners’ expectations, and the exposure to traumatic experiences, including frequent euthanasia, are key factors that have led to a mental health crisis in the profession. What can be done about it?",veterinarian suicide rate high veterinarian start career brighteyed ready help pet however long hour job high student debt challenging pet owner ’ expectation exposure traumatic experience including frequent euthanasia key factor led mental health crisis profession done,3,0,High bias
BBC World News business headlines,"Can you hear the hyenas and wild pigs in new Bowie hit? Video, 00:00:27Can you hear the hyenas and wild pigs in new Bowie hit?","BBC World News business headlines Can you hear the hyenas and wild pigs in new Bowie hit? Video, 00:00:27Can you hear the hyenas and wild pigs in new Bowie hit?",bbc world news business headline hear hyena wild pig new bowie hit video 000027can hear hyena wild pig new bowie hit,3,-1,Unknown bias
'I feel survivor's guilt' says Post Office victim,Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,'I feel survivor's guilt' says Post Office victim Copyright 2024 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,feel survivor guilt say post office victim copyright 2024 bbc right reserved bbc responsible content external site read approach external linking,4,1,Low bias
